CompanyCode,Plant,Material,Quantity,Amount,Currency,DocumentType,PostingDate,CostCenter,ProfitCenter,GLAccount,Vendor,Customer,FiscalYear,FiscalPeriod,DocumentNumber
COMP_A,PLANT_5,MAT_00081,643.68,8038.48,EUR,SO,2024-09-08,CC_1010,PC_106,G/L_40001,,CUST_50038,2024,9,DOC_30925582
COMP_C,PLANT_3,MAT_00020,910.26,9626.2,EUR,GI,2024-03-02,CC_1011,PC_102,G/L_40059,,CUST_50041,2024,3,DOC_73723119
COMP_D,PLANT_1,MAT_00027,639.34,5089.78,EUR,GR,2024-07-31,CC_1004,PC_104,G/L_40065,VEND_10062,,2024,7,DOC_93540429
COMP_C,PLANT_4,MAT_00099,108.2,4075.71,EUR,INV,2024-10-15,CC_1015,PC_110,G/L_40029,VEND_10092,CUST_50037,2024,10,DOC_25361439
COMP_C,PLANT_3,MAT_00028,194.64,235.77,EUR,SO,2024-01-15,CC_1014,PC_103,G/L_40068,,CUST_50049,2024,1,DOC_81094953
COMP_C,PLANT_2,MAT_00044,907.91,9093.36,EUR,SO,2024-04-03,CC_1014,PC_108,G/L_40094,,CUST_50029,2024,4,DOC_62117245
COMP_C,PLANT_1,MAT_00014,836.5,3354.37,EUR,PO,2023-08-10,CC_1013,PC_102,G/L_40089,VEND_10075,,2023,8,DOC_32518928
COMP_A,PLANT_3,MAT_00034,564.31,2382.84,EUR,GR,2024-03-18,CC_1009,PC_102,G/L_40085,VEND_10079,,2024,3,DOC_40435675
COMP_C,PLANT_5,MAT_00085,955.64,2241.98,EUR,PO,2025-01-17,CC_1005,PC_109,G/L_40067,VEND_10027,,2025,1,DOC_58716226
COMP_A,PLANT_4,MAT_00054,385.73,4638.82,EUR,SO,2023-09-05,CC_1019,PC_109,G/L_40081,,CUST_50029,2023,9,DOC_16877099
COMP_D,PLANT_3,MAT_00017,275.23,1211.94,EUR,INV,2024-07-19,CC_1017,PC_108,G/L_40087,VEND_10057,CUST_50052,2024,7,DOC_34399885
COMP_B,PLANT_2,MAT_00041,463.61,5374.23,EUR,GR,2023-08-10,CC_1015,PC_102,G/L_40069,VEND_10004,,2023,8,DOC_10726607
COMP_B,PLANT_1,MAT_00037,246.79,7960.11,EUR,INV,2025-06-26,CC_1013,PC_108,G/L_40077,VEND_10058,CUST_50022,2025,6,DOC_92519640
COMP_B,PLANT_2,MAT_00026,684.2,5779.04,EUR,GI,2024-10-21,CC_1003,PC_109,G/L_40075,,CUST_50061,2024,10,DOC_10570783
COMP_D,PLANT_4,MAT_00058,713.18,6243.62,EUR,PO,2024-07-17,CC_1018,PC_105,G/L_40006,VEND_10033,,2024,7,DOC_87388210
COMP_A,PLANT_4,MAT_00063,473.68,6247.91,EUR,SO,2024-03-11,CC_1007,PC_104,G/L_40058,,CUST_50072,2024,3,DOC_26773084
COMP_D,PLANT_2,MAT_00055,46.22,8701.84,EUR,PO,2024-09-21,CC_1007,PC_107,G/L_40002,VEND_10050,,2024,9,DOC_10954406
COMP_A,PLANT_2,MAT_00041,37.71,9080.09,EUR,SO,2024-04-04,CC_1010,PC_106,G/L_40046,,CUST_50075,2024,4,DOC_19918321
COMP_A,PLANT_1,MAT_00090,631.79,8210.61,EUR,GR,2025-02-20,CC_1002,PC_104,G/L_40041,VEND_10013,,2025,2,DOC_66069213
COMP_B,PLANT_1,MAT_00015,230.9,9522.81,EUR,GI,2024-02-04,CC_1020,PC_102,G/L_40042,,CUST_50057,2024,2,DOC_29617907
COMP_D,PLANT_5,MAT_00086,506.03,7733.19,EUR,GI,2024-08-14,CC_1013,PC_101,G/L_40032,,CUST_50012,2024,8,DOC_65548476
COMP_C,PLANT_2,MAT_00081,223.4,5836.28,EUR,INV,2023-10-03,CC_1015,PC_109,G/L_40021,VEND_10008,CUST_50091,2023,10,DOC_68309800
COMP_D,PLANT_2,MAT_00020,555.93,9841.54,EUR,PO,2025-04-18,CC_1008,PC_103,G/L_40028,VEND_10095,,2025,4,DOC_25832290
COMP_C,PLANT_3,MAT_00061,184.5,3278.04,EUR,GR,2025-04-05,CC_1019,PC_110,G/L_40028,VEND_10090,,2025,4,DOC_15065366
COMP_A,PLANT_5,MAT_00100,107.65,3346.11,EUR,GI,2023-08-01,CC_1011,PC_107,G/L_40031,,CUST_50085,2023,8,DOC_19253907
COMP_C,PLANT_4,MAT_00039,443.43,8441.38,EUR,GI,2023-07-11,CC_1015,PC_104,G/L_40051,,CUST_50026,2023,7,DOC_32125796
COMP_B,PLANT_3,MAT_00092,326.14,9496.67,EUR,SO,2025-03-30,CC_1014,PC_104,G/L_40025,,CUST_50057,2025,3,DOC_56514868
COMP_C,PLANT_3,MAT_00008,851.48,8083.22,EUR,GI,2024-11-16,CC_1003,PC_102,G/L_40037,,CUST_50097,2024,11,DOC_94540539
COMP_D,PLANT_1,MAT_00081,499.76,6395.1,EUR,SO,2024-11-24,CC_1007,PC_101,G/L_40049,,CUST_50040,2024,11,DOC_57406223
COMP_C,PLANT_2,MAT_00024,795.94,1895.13,EUR,SO,2025-02-26,CC_1008,PC_104,G/L_40020,,CUST_50043,2025,2,DOC_63344580
COMP_C,PLANT_4,MAT_00042,527.01,4771.41,EUR,SO,2023-12-28,CC_1006,PC_101,G/L_40097,,CUST_50012,2023,12,DOC_51704774
COMP_B,PLANT_4,MAT_00063,168.3,974.3,EUR,SO,2025-03-24,CC_1006,PC_103,G/L_40055,,CUST_50045,2025,3,DOC_59499453
COMP_C,PLANT_4,MAT_00093,789.05,2445.46,EUR,SO,2023-09-21,CC_1008,PC_106,G/L_40097,,CUST_50062,2023,9,DOC_03660263
COMP_A,PLANT_3,MAT_00071,143.52,112.88,EUR,GR,2025-01-31,CC_1011,PC_102,G/L_40075,VEND_10067,,2025,1,DOC_18868651
COMP_A,PLANT_3,MAT_00068,204.89,9743.08,EUR,INV,2023-10-11,CC_1005,PC_107,G/L_40084,VEND_10055,CUST_50002,2023,10,DOC_00661300
COMP_C,PLANT_3,MAT_00061,608.69,874.5,EUR,SO,2023-10-31,CC_1019,PC_110,G/L_40031,,CUST_50012,2023,10,DOC_53045243
COMP_B,PLANT_4,MAT_00094,722.18,6317.72,EUR,INV,2024-04-14,CC_1003,PC_108,G/L_40051,VEND_10010,CUST_50005,2024,4,DOC_27589178
COMP_B,PLANT_1,MAT_00054,786.66,3353.04,EUR,SO,2023-10-17,CC_1005,PC_102,G/L_40012,,CUST_50067,2023,10,DOC_01238859
COMP_C,PLANT_3,MAT_00099,81.97,4281.94,EUR,GR,2024-10-28,CC_1005,PC_103,G/L_40057,VEND_10018,,2024,10,DOC_45876042
COMP_C,PLANT_2,MAT_00077,262.66,9061.16,EUR,PO,2023-11-07,CC_1017,PC_109,G/L_40052,VEND_10061,,2023,11,DOC_54946179
COMP_C,PLANT_5,MAT_00084,469.03,1036.28,EUR,PO,2025-01-05,CC_1011,PC_103,G/L_40084,VEND_10066,,2025,1,DOC_35996268
COMP_D,PLANT_4,MAT_00076,508.32,6884.29,EUR,GR,2023-10-27,CC_1009,PC_106,G/L_40069,VEND_10013,,2023,10,DOC_22988894
COMP_D,PLANT_5,MAT_00025,551.49,9903.41,EUR,PO,2024-07-21,CC_1011,PC_105,G/L_40074,VEND_10072,,2024,7,DOC_27232082
COMP_D,PLANT_2,MAT_00014,937.96,2664.69,EUR,INV,2024-10-05,CC_1008,PC_109,G/L_40095,VEND_10078,CUST_50046,2024,10,DOC_52265979
COMP_A,PLANT_3,MAT_00045,450.64,6305.92,EUR,GR,2024-12-31,CC_1001,PC_103,G/L_40063,VEND_10066,,2024,12,DOC_51836390
COMP_C,PLANT_1,MAT_00097,428.76,4519.77,EUR,SO,2024-09-14,CC_1019,PC_102,G/L_40057,,CUST_50027,2024,9,DOC_25129489
COMP_A,PLANT_4,MAT_00020,802.96,1493.76,EUR,GR,2024-10-07,CC_1011,PC_106,G/L_40075,VEND_10045,,2024,10,DOC_51385324
COMP_B,PLANT_5,MAT_00093,903.54,9878.7,EUR,PO,2024-05-17,CC_1008,PC_107,G/L_40003,VEND_10023,,2024,5,DOC_84867351
COMP_C,PLANT_5,MAT_00052,482.31,7525.16,EUR,SO,2024-03-19,CC_1010,PC_110,G/L_40057,,CUST_50032,2024,3,DOC_67803793
COMP_B,PLANT_4,MAT_00039,439.9,4346.28,EUR,GR,2024-12-17,CC_1014,PC_103,G/L_40019,VEND_10081,,2024,12,DOC_89057024
COMP_B,PLANT_5,MAT_00004,188.48,8978.5,EUR,PO,2024-02-04,CC_1010,PC_102,G/L_40092,VEND_10050,,2024,2,DOC_34034672
COMP_B,PLANT_3,MAT_00020,494.4,8076.33,EUR,INV,2025-02-11,CC_1002,PC_109,G/L_40052,VEND_10024,CUST_50031,2025,2,DOC_28292979
COMP_D,PLANT_1,MAT_00022,212.78,9157.75,EUR,GI,2025-06-25,CC_1009,PC_109,G/L_40045,,CUST_50005,2025,6,DOC_29241682
COMP_A,PLANT_1,MAT_00079,38.76,843.71,EUR,SO,2023-11-16,CC_1004,PC_108,G/L_40016,,CUST_50065,2023,11,DOC_10841943
COMP_A,PLANT_3,MAT_00096,740.7,4083.16,EUR,INV,2023-07-15,CC_1014,PC_104,G/L_40001,VEND_10056,CUST_50005,2023,7,DOC_37937606
COMP_D,PLANT_4,MAT_00053,552.46,4183.97,EUR,SO,2025-05-08,CC_1012,PC_107,G/L_40005,,CUST_50060,2025,5,DOC_28609003
COMP_C,PLANT_5,MAT_00038,746.48,5949.91,EUR,GI,2024-02-20,CC_1001,PC_101,G/L_40067,,CUST_50051,2024,2,DOC_57495829
COMP_D,PLANT_5,MAT_00058,4.65,2109.08,EUR,SO,2025-02-17,CC_1008,PC_107,G/L_40086,,CUST_50089,2025,2,DOC_40003594
COMP_A,PLANT_4,MAT_00032,356.14,7977.99,EUR,GR,2025-04-16,CC_1009,PC_103,G/L_40025,VEND_10026,,2025,4,DOC_61256569
COMP_A,PLANT_4,MAT_00043,350.68,9943.99,EUR,SO,2025-06-29,CC_1011,PC_102,G/L_40035,,CUST_50004,2025,6,DOC_43693113
COMP_B,PLANT_2,MAT_00021,306.36,6434.1,EUR,INV,2024-01-28,CC_1013,PC_110,G/L_40036,VEND_10007,CUST_50025,2024,1,DOC_07638635
COMP_C,PLANT_4,MAT_00058,324.0,131.39,EUR,INV,2024-04-24,CC_1004,PC_108,G/L_40016,VEND_10036,CUST_50066,2024,4,DOC_04287824
COMP_D,PLANT_5,MAT_00100,892.32,6148.5,EUR,GI,2023-09-24,CC_1011,PC_101,G/L_40039,,CUST_50059,2023,9,DOC_54797893
COMP_B,PLANT_2,MAT_00047,419.37,3151.45,EUR,INV,2024-02-09,CC_1004,PC_104,G/L_40051,VEND_10067,CUST_50097,2024,2,DOC_24717647
COMP_B,PLANT_5,MAT_00091,237.04,8897.57,EUR,PO,2024-09-07,CC_1009,PC_104,G/L_40090,VEND_10080,,2024,9,DOC_05564146
COMP_C,PLANT_2,MAT_00008,292.69,4941.77,EUR,GI,2024-09-15,CC_1001,PC_106,G/L_40079,,CUST_50033,2024,9,DOC_80799229
COMP_D,PLANT_2,MAT_00089,321.09,1660.5,EUR,PO,2025-01-13,CC_1008,PC_105,G/L_40080,VEND_10067,,2025,1,DOC_33724993
COMP_C,PLANT_2,MAT_00032,516.46,5093.37,EUR,GR,2024-03-06,CC_1010,PC_102,G/L_40032,VEND_10097,,2024,3,DOC_19156165
COMP_C,PLANT_4,MAT_00023,128.18,915.14,EUR,SO,2023-12-09,CC_1002,PC_105,G/L_40036,,CUST_50022,2023,12,DOC_78072221
COMP_C,PLANT_1,MAT_00060,786.06,7563.88,EUR,PO,2024-05-19,CC_1012,PC_108,G/L_40087,VEND_10029,,2024,5,DOC_60285246
COMP_D,PLANT_4,MAT_00036,708.99,2692.83,EUR,GR,2023-10-12,CC_1011,PC_108,G/L_40093,VEND_10022,,2023,10,DOC_08626691
COMP_A,PLANT_1,MAT_00098,4.73,199.32,EUR,GR,2023-09-12,CC_1008,PC_107,G/L_40015,VEND_10048,,2023,9,DOC_45605912
COMP_C,PLANT_2,MAT_00086,328.47,4345.06,EUR,SO,2024-12-04,CC_1012,PC_101,G/L_40096,,CUST_50063,2024,12,DOC_26551849
COMP_C,PLANT_5,MAT_00077,156.09,9383.9,EUR,SO,2024-08-24,CC_1003,PC_101,G/L_40082,,CUST_50087,2024,8,DOC_48622765
COMP_B,PLANT_3,MAT_00023,215.01,3275.14,EUR,GR,2023-11-14,CC_1015,PC_108,G/L_40066,VEND_10038,,2023,11,DOC_97174685
COMP_C,PLANT_5,MAT_00032,464.47,2079.21,EUR,PO,2024-08-08,CC_1010,PC_103,G/L_40071,VEND_10032,,2024,8,DOC_37955706
COMP_A,PLANT_1,MAT_00029,613.69,137.1,EUR,GI,2025-01-30,CC_1014,PC_107,G/L_40084,,CUST_50014,2025,1,DOC_46430036
COMP_C,PLANT_4,MAT_00029,390.17,1218.17,EUR,GI,2024-04-17,CC_1002,PC_105,G/L_40063,,CUST_50009,2024,4,DOC_06265318
COMP_A,PLANT_5,MAT_00092,982.83,6738.15,EUR,GR,2024-06-02,CC_1010,PC_103,G/L_40068,VEND_10001,,2024,6,DOC_88749990
COMP_A,PLANT_4,MAT_00051,346.99,2778.36,EUR,INV,2024-01-26,CC_1014,PC_106,G/L_40072,VEND_10083,CUST_50047,2024,1,DOC_46950952
COMP_A,PLANT_1,MAT_00048,173.56,1208.91,EUR,GI,2025-05-24,CC_1014,PC_109,G/L_40059,,CUST_50078,2025,5,DOC_53278506
COMP_B,PLANT_3,MAT_00055,899.71,329.52,EUR,SO,2023-09-04,CC_1010,PC_108,G/L_40042,,CUST_50080,2023,9,DOC_68617991
COMP_C,PLANT_2,MAT_00074,343.7,5600.91,EUR,GI,2025-03-30,CC_1002,PC_102,G/L_40049,,CUST_50079,2025,3,DOC_57042902
COMP_B,PLANT_2,MAT_00055,216.24,99.3,EUR,SO,2025-03-09,CC_1015,PC_103,G/L_40039,,CUST_50064,2025,3,DOC_04163661
COMP_B,PLANT_4,MAT_00091,105.87,7912.2,EUR,SO,2023-12-01,CC_1007,PC_102,G/L_40077,,CUST_50032,2023,12,DOC_58567252
COMP_B,PLANT_5,MAT_00037,322.17,4059.45,EUR,PO,2025-04-25,CC_1018,PC_106,G/L_40020,VEND_10050,,2025,4,DOC_83699948
COMP_C,PLANT_3,MAT_00079,969.31,6847.3,EUR,INV,2024-02-22,CC_1001,PC_103,G/L_40016,VEND_10052,CUST_50019,2024,2,DOC_56988429
COMP_C,PLANT_2,MAT_00099,22.04,2914.93,EUR,INV,2023-12-19,CC_1013,PC_103,G/L_40086,VEND_10015,CUST_50076,2023,12,DOC_14379216
COMP_D,PLANT_3,MAT_00021,916.47,5547.07,EUR,INV,2023-08-04,CC_1002,PC_109,G/L_40068,VEND_10059,CUST_50019,2023,8,DOC_32890149
COMP_C,PLANT_1,MAT_00056,981.62,9838.67,EUR,INV,2024-03-05,CC_1003,PC_110,G/L_40088,VEND_10036,CUST_50020,2024,3,DOC_85153300
COMP_C,PLANT_4,MAT_00062,404.68,9323.16,EUR,PO,2024-07-19,CC_1001,PC_110,G/L_40018,VEND_10049,,2024,7,DOC_10513830
COMP_B,PLANT_2,MAT_00016,453.86,2510.82,EUR,PO,2024-12-22,CC_1020,PC_102,G/L_40010,VEND_10016,,2024,12,DOC_70073769
COMP_D,PLANT_1,MAT_00063,989.69,3303.53,EUR,GI,2024-04-12,CC_1012,PC_109,G/L_40064,,CUST_50005,2024,4,DOC_96990482
COMP_A,PLANT_4,MAT_00013,806.07,8697.64,EUR,INV,2024-10-28,CC_1010,PC_102,G/L_40006,VEND_10082,CUST_50008,2024,10,DOC_31192037
COMP_A,PLANT_4,MAT_00013,934.31,4420.25,EUR,INV,2025-05-19,CC_1018,PC_103,G/L_40049,VEND_10025,CUST_50021,2025,5,DOC_22321474
COMP_C,PLANT_1,MAT_00041,358.12,2987.02,EUR,PO,2024-07-22,CC_1008,PC_107,G/L_40022,VEND_10015,,2024,7,DOC_84782601
COMP_A,PLANT_2,MAT_00032,776.36,5462.46,EUR,GI,2023-12-24,CC_1013,PC_108,G/L_40067,,CUST_50005,2023,12,DOC_09543552
COMP_B,PLANT_4,MAT_00019,503.4,2788.94,EUR,GI,2023-07-28,CC_1018,PC_104,G/L_40022,,CUST_50081,2023,7,DOC_34130623
COMP_B,PLANT_2,MAT_00039,324.49,9461.08,EUR,GR,2023-09-08,CC_1004,PC_105,G/L_40051,VEND_10037,,2023,9,DOC_27155990
COMP_A,PLANT_2,MAT_00094,770.83,3314.94,EUR,PO,2024-02-14,CC_1011,PC_105,G/L_40043,VEND_10027,,2024,2,DOC_51210135
COMP_B,PLANT_1,MAT_00048,864.65,4037.91,EUR,GR,2024-10-20,CC_1003,PC_108,G/L_40022,VEND_10027,,2024,10,DOC_18161242
COMP_A,PLANT_4,MAT_00024,499.98,5364.86,EUR,GI,2025-01-12,CC_1016,PC_108,G/L_40070,,CUST_50096,2025,1,DOC_81103185
COMP_A,PLANT_4,MAT_00031,686.49,9533.04,EUR,PO,2025-04-05,CC_1010,PC_106,G/L_40038,VEND_10029,,2025,4,DOC_31166672
COMP_B,PLANT_5,MAT_00036,369.76,4200.07,EUR,GI,2024-04-26,CC_1008,PC_106,G/L_40084,,CUST_50023,2024,4,DOC_28486937
COMP_D,PLANT_5,MAT_00002,286.18,6323.82,EUR,PO,2025-01-16,CC_1001,PC_110,G/L_40046,VEND_10076,,2025,1,DOC_73942252
COMP_D,PLANT_4,MAT_00051,591.52,5682.6,EUR,INV,2025-05-27,CC_1001,PC_110,G/L_40035,VEND_10082,CUST_50016,2025,5,DOC_84642175
COMP_D,PLANT_5,MAT_00021,721.41,8776.53,EUR,INV,2023-10-24,CC_1001,PC_107,G/L_40080,VEND_10045,CUST_50073,2023,10,DOC_93699897
COMP_A,PLANT_2,MAT_00003,595.07,3293.65,EUR,PO,2023-12-05,CC_1001,PC_103,G/L_40090,VEND_10100,,2023,12,DOC_56574328
COMP_B,PLANT_3,MAT_00067,469.62,241.2,EUR,SO,2023-07-12,CC_1017,PC_105,G/L_40057,,CUST_50073,2023,7,DOC_41450816
COMP_A,PLANT_2,MAT_00100,832.07,8530.83,EUR,GI,2025-04-12,CC_1015,PC_101,G/L_40023,,CUST_50089,2025,4,DOC_58091530
COMP_A,PLANT_5,MAT_00091,427.74,7476.42,EUR,GR,2023-10-07,CC_1012,PC_105,G/L_40063,VEND_10010,,2023,10,DOC_00810467
COMP_A,PLANT_3,MAT_00001,914.62,2310.82,EUR,PO,2023-11-22,CC_1011,PC_109,G/L_40045,VEND_10071,,2023,11,DOC_15624678
COMP_C,PLANT_2,MAT_00013,77.38,4243.05,EUR,GI,2025-02-07,CC_1007,PC_109,G/L_40017,,CUST_50029,2025,2,DOC_87860979
COMP_B,PLANT_1,MAT_00013,105.41,9968.5,EUR,GI,2024-02-08,CC_1008,PC_108,G/L_40043,,CUST_50093,2024,2,DOC_56868860
COMP_A,PLANT_3,MAT_00024,592.09,534.58,EUR,PO,2024-08-13,CC_1007,PC_109,G/L_40039,VEND_10033,,2024,8,DOC_22686652
COMP_C,PLANT_1,MAT_00010,703.4,3670.75,EUR,PO,2023-10-10,CC_1017,PC_103,G/L_40051,VEND_10034,,2023,10,DOC_27224225
COMP_D,PLANT_3,MAT_00093,648.55,6705.58,EUR,SO,2025-04-08,CC_1015,PC_109,G/L_40000,,CUST_50056,2025,4,DOC_98563877
COMP_B,PLANT_3,MAT_00091,995.25,4784.01,EUR,GR,2024-02-27,CC_1003,PC_105,G/L_40065,VEND_10060,,2024,2,DOC_81861431
COMP_C,PLANT_4,MAT_00021,465.17,7501.63,EUR,SO,2023-10-19,CC_1015,PC_105,G/L_40039,,CUST_50099,2023,10,DOC_48603320
COMP_C,PLANT_4,MAT_00087,167.11,3332.55,EUR,PO,2024-11-01,CC_1016,PC_101,G/L_40046,VEND_10066,,2024,11,DOC_46904688
COMP_C,PLANT_1,MAT_00007,962.43,9453.45,EUR,GI,2025-06-29,CC_1015,PC_109,G/L_40047,,CUST_50021,2025,6,DOC_83808112
COMP_B,PLANT_3,MAT_00091,127.95,1756.98,EUR,SO,2024-01-13,CC_1004,PC_101,G/L_40050,,CUST_50098,2024,1,DOC_04911472
COMP_A,PLANT_2,MAT_00025,358.63,8553.29,EUR,GR,2024-01-22,CC_1017,PC_107,G/L_40015,VEND_10071,,2024,1,DOC_98411263
COMP_C,PLANT_3,MAT_00082,763.64,4560.81,EUR,GR,2024-05-06,CC_1002,PC_109,G/L_40053,VEND_10037,,2024,5,DOC_72444738
COMP_D,PLANT_2,MAT_00035,777.05,8658.76,EUR,SO,2024-09-29,CC_1012,PC_104,G/L_40011,,CUST_50091,2024,9,DOC_89861405
COMP_B,PLANT_1,MAT_00039,622.51,5030.46,EUR,SO,2024-11-24,CC_1014,PC_110,G/L_40015,,CUST_50053,2024,11,DOC_27143414
COMP_B,PLANT_5,MAT_00079,960.99,3867.23,EUR,GI,2023-11-30,CC_1007,PC_105,G/L_40000,,CUST_50052,2023,11,DOC_60632938
COMP_C,PLANT_3,MAT_00064,544.79,4535.02,EUR,PO,2024-08-25,CC_1001,PC_102,G/L_40019,VEND_10028,,2024,8,DOC_07433338
COMP_C,PLANT_2,MAT_00030,180.41,8994.25,EUR,SO,2023-10-15,CC_1001,PC_106,G/L_40033,,CUST_50076,2023,10,DOC_53937493
COMP_C,PLANT_5,MAT_00085,981.22,1100.75,EUR,SO,2023-10-09,CC_1018,PC_102,G/L_40014,,CUST_50036,2023,10,DOC_26925061
COMP_A,PLANT_4,MAT_00032,435.13,177.37,EUR,GI,2024-01-10,CC_1013,PC_107,G/L_40026,,CUST_50065,2024,1,DOC_95365477
COMP_A,PLANT_4,MAT_00056,216.61,8154.56,EUR,GI,2024-08-30,CC_1001,PC_101,G/L_40023,,CUST_50035,2024,8,DOC_09375780
COMP_C,PLANT_3,MAT_00009,59.17,3475.77,EUR,INV,2024-07-19,CC_1005,PC_108,G/L_40031,VEND_10021,CUST_50011,2024,7,DOC_27476110
COMP_B,PLANT_4,MAT_00084,453.8,611.72,EUR,PO,2025-06-10,CC_1008,PC_106,G/L_40026,VEND_10011,,2025,6,DOC_97382767
COMP_D,PLANT_3,MAT_00027,130.58,3660.15,EUR,PO,2024-09-29,CC_1015,PC_103,G/L_40012,VEND_10016,,2024,9,DOC_69846850
COMP_A,PLANT_4,MAT_00094,782.98,1785.76,EUR,GI,2023-11-16,CC_1002,PC_103,G/L_40080,,CUST_50072,2023,11,DOC_16671952
COMP_D,PLANT_4,MAT_00073,172.81,4875.52,EUR,PO,2024-08-05,CC_1009,PC_105,G/L_40068,VEND_10053,,2024,8,DOC_75041716
COMP_B,PLANT_5,MAT_00058,499.29,1107.15,EUR,GI,2024-01-16,CC_1005,PC_104,G/L_40054,,CUST_50041,2024,1,DOC_83358067
COMP_D,PLANT_2,MAT_00085,144.03,4675.97,EUR,GI,2024-11-21,CC_1014,PC_103,G/L_40000,,CUST_50097,2024,11,DOC_02436078
COMP_A,PLANT_1,MAT_00008,647.51,8194.39,EUR,SO,2025-02-19,CC_1002,PC_101,G/L_40001,,CUST_50006,2025,2,DOC_99013844
COMP_A,PLANT_1,MAT_00007,127.77,7760.87,EUR,INV,2025-05-10,CC_1012,PC_105,G/L_40073,VEND_10007,CUST_50020,2025,5,DOC_90791115
COMP_A,PLANT_1,MAT_00031,930.35,1458.73,EUR,SO,2024-01-19,CC_1013,PC_103,G/L_40004,,CUST_50091,2024,1,DOC_17703263
COMP_C,PLANT_2,MAT_00047,544.0,3051.63,EUR,GI,2025-05-02,CC_1006,PC_109,G/L_40029,,CUST_50027,2025,5,DOC_67923982
COMP_A,PLANT_4,MAT_00001,586.05,411.02,EUR,SO,2025-03-22,CC_1005,PC_109,G/L_40044,,CUST_50070,2025,3,DOC_35151785
COMP_C,PLANT_4,MAT_00099,767.04,5147.34,EUR,PO,2024-11-01,CC_1013,PC_110,G/L_40057,VEND_10099,,2024,11,DOC_28891154
COMP_D,PLANT_1,MAT_00039,433.69,4769.86,EUR,GR,2024-03-06,CC_1002,PC_107,G/L_40097,VEND_10089,,2024,3,DOC_97555517
COMP_D,PLANT_3,MAT_00072,162.67,8572.96,EUR,GR,2025-01-16,CC_1005,PC_110,G/L_40065,VEND_10040,,2025,1,DOC_90734872
COMP_D,PLANT_5,MAT_00070,870.64,5582.21,EUR,GR,2025-01-16,CC_1009,PC_103,G/L_40040,VEND_10061,,2025,1,DOC_75859102
COMP_A,PLANT_4,MAT_00009,753.03,8083.42,EUR,SO,2024-01-26,CC_1017,PC_106,G/L_40060,,CUST_50044,2024,1,DOC_95166503
COMP_B,PLANT_3,MAT_00016,594.71,8337.59,EUR,GI,2025-05-30,CC_1018,PC_105,G/L_40095,,CUST_50008,2025,5,DOC_74682051
COMP_D,PLANT_4,MAT_00050,421.24,8186.39,EUR,GI,2023-08-19,CC_1001,PC_102,G/L_40097,,CUST_50057,2023,8,DOC_81464195
COMP_B,PLANT_2,MAT_00100,255.08,5242.54,EUR,INV,2023-07-11,CC_1001,PC_107,G/L_40057,VEND_10066,CUST_50065,2023,7,DOC_32298350
COMP_D,PLANT_1,MAT_00056,486.5,64.07,EUR,SO,2024-10-21,CC_1001,PC_102,G/L_40027,,CUST_50007,2024,10,DOC_44510573
COMP_A,PLANT_3,MAT_00081,365.69,4623.25,EUR,SO,2025-02-05,CC_1009,PC_107,G/L_40066,,CUST_50057,2025,2,DOC_77414878
COMP_D,PLANT_4,MAT_00054,196.08,767.99,EUR,PO,2023-12-29,CC_1020,PC_110,G/L_40043,VEND_10073,,2023,12,DOC_28095776
COMP_C,PLANT_2,MAT_00059,12.02,1319.77,EUR,PO,2023-07-22,CC_1014,PC_110,G/L_40008,VEND_10027,,2023,7,DOC_77435473
COMP_B,PLANT_2,MAT_00014,564.31,203.38,EUR,PO,2024-05-14,CC_1004,PC_105,G/L_40030,VEND_10037,,2024,5,DOC_88317122
COMP_C,PLANT_2,MAT_00021,53.24,3416.29,EUR,GR,2025-01-05,CC_1011,PC_107,G/L_40014,VEND_10095,,2025,1,DOC_52801514
COMP_A,PLANT_5,MAT_00098,543.74,2347.92,EUR,INV,2023-11-01,CC_1010,PC_105,G/L_40062,VEND_10063,CUST_50050,2023,11,DOC_94887029
COMP_A,PLANT_2,MAT_00023,892.37,6235.2,EUR,INV,2023-12-08,CC_1005,PC_103,G/L_40012,VEND_10001,CUST_50041,2023,12,DOC_45816967
COMP_D,PLANT_1,MAT_00040,613.26,2196.76,EUR,SO,2024-06-15,CC_1013,PC_107,G/L_40002,,CUST_50014,2024,6,DOC_02015985
COMP_C,PLANT_5,MAT_00043,738.7,7528.17,EUR,PO,2024-12-05,CC_1016,PC_104,G/L_40061,VEND_10093,,2024,12,DOC_90171798
COMP_C,PLANT_2,MAT_00071,602.49,6401.25,EUR,GR,2023-07-14,CC_1012,PC_110,G/L_40094,VEND_10082,,2023,7,DOC_76736664
COMP_C,PLANT_2,MAT_00063,636.98,8586.76,EUR,PO,2024-09-16,CC_1005,PC_102,G/L_40033,VEND_10068,,2024,9,DOC_70099974
COMP_D,PLANT_3,MAT_00026,464.59,3765.23,EUR,GR,2024-07-18,CC_1001,PC_103,G/L_40004,VEND_10028,,2024,7,DOC_88633613
COMP_A,PLANT_3,MAT_00078,504.01,5079.55,EUR,GR,2023-12-27,CC_1013,PC_108,G/L_40017,VEND_10024,,2023,12,DOC_99466499
COMP_D,PLANT_3,MAT_00014,628.23,2407.76,EUR,PO,2024-08-09,CC_1014,PC_108,G/L_40028,VEND_10040,,2024,8,DOC_99206143
